Source Name	Comment[original source name]	Comment[ENA_SAMPLE]	Comment[BioSD_SAMPLE]	Characteristics[organism]	Characteristics[developmental stage]	Characteristics[age]	Unit[time unit]	Term Source REF	Term Accession Number	Characteristics[sex]	Characteristics[individual]	Characteristics[organism part]	Characteristics[fraction]	Characteristics[protocol]	Material Type	Protocol REF	Protocol REF	Protocol REF	Extract Name	Comment[LIBRARY_LAYOUT]	Comment[LIBRARY_SELECTION]	Comment[LIBRARY_SOURCE]	Comment[LIBRARY_STRATEGY]	Comment[NOMINAL_LENGTH]	Comment[NOMINAL_SDEV]	Comment[single cell isolation]	Comment[library construction]	Comment[end bias]	Comment[input molecule]	Comment[primer]	Comment[spike in]	Comment[cdna read]	Comment[cdna read offset]	Comment[cdna read size]	Comment[cell barcode offset]	Comment[cell barcode read]	Comment[cell barcode size]	Comment[umi barcode offset]	Comment[umi barcode read]	Comment[umi barcode size]	Protocol REF	Performer	Assay Name	Technology Type	Comment[ENA_EXPERIMENT]	Scan Name	Comment[SUBMITTED_FILE_NAME]	Comment[ENA_RUN]	Comment[BAM_URI]	Comment[read1 file]	Comment[FASTQ_URI]	Comment[read2 file]	Comment[FASTQ_URI]	Factor Value[developmental stage]	Factor Value[age]	Unit[time unit]	Factor Value[phenotype]	Factor Value[protocol]
A16_TH_TOT_5GEX_2	FCAImmP7607574	ERS4228679	SAMEA6463175	Homo sapiens	adult	20 to 25	year	EFO	UO_0000036	female	A16	thymus	total cells	VDJ-T enrichment	organism part	P-MTAB-92512	P-MTAB-92513	P-MTAB-92514	FCAImmP7607574	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	RNA-Seq	150	0	10x	10xV2	5 prime tag	polyA RNA	oligo-dT	none	read 2	0	150	0	read 1	16	16	read 1	10	P-MTAB-92515	Wellcome Sanger Institute	FCAImmP7607574	sequencing assay	ERX3806164	FCAImmP7607574.bam	FCAImmP7607574.bam	ERR3804274	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR380/ERR3804274/FCAImmP7607574.bam	FCAImmP7607574_R1.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8581/FCAImmP7607574_R1.fastq.gz	FCAImmP7607574_R2.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8581/FCAImmP7607574_R2.fastq.gz	postnatal	20 to 25	year	total cells	VDJ-T enrichment
A16_TH_TOT_5GEX_3	FCAImmP7607575	ERS4228680	SAMEA6463176	Homo sapiens	adult	20 to 25	year	EFO	UO_0000036	female	A16	thymus	total cells	VDJ-T enrichment	organism part	P-MTAB-92512	P-MTAB-92513	P-MTAB-92514	FCAImmP7607575	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	RNA-Seq	150	0	10x	10xV2	5 prime tag	polyA RNA	oligo-dT	none	read 2	0	150	0	read 1	16	16	read 1	10	P-MTAB-92515	Wellcome Sanger Institute	FCAImmP7607575	sequencing assay	ERX3806165	FCAImmP7607575.bam	FCAImmP7607575.bam	ERR3804275	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR380/ERR3804275/FCAImmP7607575.bam	FCAImmP7607575_R1.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8581/FCAImmP7607575_R1.fastq.gz	FCAImmP7607575_R2.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8581/FCAImmP7607575_R2.fastq.gz	postnatal	20 to 25	year	total cells	VDJ-T enrichment
A16_TH_TOT_5GEX_4	FCAImmP7607576	ERS4228681	SAMEA6463177	Homo sapiens	adult	20 to 25	year	EFO	UO_0000036	female	A16	thymus	total cells	VDJ-T enrichment	organism part	P-MTAB-92512	P-MTAB-92513	P-MTAB-92514	FCAImmP7607576	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	RNA-Seq	150	0	10x	10xV2	5 prime tag	polyA RNA	oligo-dT	none	read 2	0	150	0	read 1	16	16	read 1	10	P-MTAB-92515	Wellcome Sanger Institute	FCAImmP7607576	sequencing assay	ERX3806166	FCAImmP7607576.bam	FCAImmP7607576.bam	ERR3804276	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR380/ERR3804276/FCAImmP7607576.bam	FCAImmP7607576_R1.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8581/FCAImmP7607576_R1.fastq.gz	FCAImmP7607576_R2.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8581/FCAImmP7607576_R2.fastq.gz	postnatal	20 to 25	year	total cells	VDJ-T enrichment
A16_TH_TOT_5GEX_5	FCAImmP7607577	ERS4228682	SAMEA6463178	Homo sapiens	adult	20 to 25	year	EFO	UO_0000036	female	A16	thymus	total cells	VDJ-T enrichment	organism part	P-MTAB-92512	P-MTAB-92513	P-MTAB-92514	FCAImmP7607577	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	RNA-Seq	150	0	10x	10xV2	5 prime tag	polyA RNA	oligo-dT	none	read 2	0	150	0	read 1	16	16	read 1	10	P-MTAB-92515	Wellcome Sanger Institute	FCAImmP7607577	sequencing assay	ERX3806167	FCAImmP7607577.bam	FCAImmP7607577.bam	ERR3804277	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR380/ERR3804277/FCAImmP7607577.bam	FCAImmP7607577_R1.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8581/FCAImmP7607577_R1.fastq.gz	FCAImmP7607577_R2.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8581/FCAImmP7607577_R2.fastq.gz	postnatal	20 to 25	year	total cells	VDJ-T enrichment
A16_TH_TOT_5GEX_6	FCAImmP7607578	ERS4228683	SAMEA6463179	Homo sapiens	adult	20 to 25	year	EFO	UO_0000036	female	A16	thymus	total cells	VDJ-T enrichment	organism part	P-MTAB-92512	P-MTAB-92513	P-MTAB-92514	FCAImmP7607578	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	RNA-Seq	150	0	10x	10xV2	5 prime tag	polyA RNA	oligo-dT	none	read 2	0	150	0	read 1	16	16	read 1	10	P-MTAB-92515	Wellcome Sanger Institute	FCAImmP7607578	sequencing assay	ERX3806168	FCAImmP7607578.bam	FCAImmP7607578.bam	ERR3804278	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR380/ERR3804278/FCAImmP7607578.bam	FCAImmP7607578_R1.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8581/FCAImmP7607578_R1.fastq.gz	FCAImmP7607578_R2.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8581/FCAImmP7607578_R2.fastq.gz	postnatal	20 to 25	year	total cells	VDJ-T enrichment
A16_TH_TOT_5GEX_7	FCAImmP7607579	ERS4228684	SAMEA6463180	Homo sapiens	adult	20 to 25	year	EFO	UO_0000036	female	A16	thymus	total cells	VDJ-T enrichment	organism part	P-MTAB-92512	P-MTAB-92513	P-MTAB-92514	FCAImmP7607579	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	RNA-Seq	150	0	10x	10xV2	5 prime tag	polyA RNA	oligo-dT	none	read 2	0	150	0	read 1	16	16	read 1	10	P-MTAB-92515	Wellcome Sanger Institute	FCAImmP7607579	sequencing assay	ERX3806169	FCAImmP7607579.bam	FCAImmP7607579.bam	ERR3804279	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR380/ERR3804279/FCAImmP7607579.bam	FCAImmP7607579_R1.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8581/FCAImmP7607579_R1.fastq.gz	FCAImmP7607579_R2.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8581/FCAImmP7607579_R2.fastq.gz	postnatal	20 to 25	year	total cells	VDJ-T enrichment
A16_TH_TOT_5GEX_8	FCAImmP7607580	ERS4228685	SAMEA6463181	Homo sapiens	adult	20 to 25	year	EFO	UO_0000036	female	A16	thymus	total cells	VDJ-T enrichment	organism part	P-MTAB-92512	P-MTAB-92513	P-MTAB-92514	FCAImmP7607580	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	RNA-Seq	150	0	10x	10xV2	5 prime tag	polyA RNA	oligo-dT	none	read 2	0	150	0	read 1	16	16	read 1	10	P-MTAB-92515	Wellcome Sanger Institute	FCAImmP7607580	sequencing assay	ERX3806170	FCAImmP7607580.bam	FCAImmP7607580.bam	ERR3804280	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR380/ERR3804280/FCAImmP7607580.bam	FCAImmP7607580_R1.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8581/FCAImmP7607580_R1.fastq.gz	FCAImmP7607580_R2.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8581/FCAImmP7607580_R2.fastq.gz	postnatal	20 to 25	year	total cells	VDJ-T enrichment
F38_TH_45P_5GEX	FCAImmP7607591	ERS4228618	SAMEA6463113	Homo sapiens	late embryo	13	week	  	  	male	F38	thymus	CD45-positive	VDJ-T enrichment	organism part	P-MTAB-92512	P-MTAB-92513	P-MTAB-92514	FCAImmP7607591	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	RNA-Seq	150	0	10x	10xV2	5 prime tag	polyA RNA	oligo-dT	none	read 2	0	150	0	read 1	16	16	read 1	10	P-MTAB-92515	Wellcome Sanger Institute	FCAImmP7607591	sequencing assay	ERX3806103	FCAImmP7607591.bam	FCAImmP7607591.bam	ERR3804213	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR380/ERR3804213/FCAImmP7607591.bam	FCAImmP7607591_R1.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8581/FCAImmP7607591_R1.fastq.gz	FCAImmP7607591_R2.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8581/FCAImmP7607591_R2.fastq.gz	prenatal	13	week	CD45-positive	VDJ-T enrichment
F41_TH_45P_5GEX	FCAImmP7607599	ERS4228620	SAMEA6463115	Homo sapiens	late embryo	16	week	  	  	female	F41	thymus	CD45-positive	VDJ-T enrichment	organism part	P-MTAB-92512	P-MTAB-92513	P-MTAB-92514	FCAImmP7607599	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	RNA-Seq	150	0	10x	10xV2	5 prime tag	polyA RNA	oligo-dT	none	read 2	0	150	0	read 1	16	16	read 1	10	P-MTAB-92515	Wellcome Sanger Institute	FCAImmP7607599	sequencing assay	ERX3806105	FCAImmP7607599.bam	FCAImmP7607599.bam	ERR3804215	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR380/ERR3804215/FCAImmP7607599.bam	FCAImmP7607599_R1.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8581/FCAImmP7607599_R1.fastq.gz	FCAImmP7607599_R2.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8581/FCAImmP7607599_R2.fastq.gz	prenatal	16	week	CD45-positive	VDJ-T enrichment
F41_TH_45N_5GEX	FCAImmP7607600	ERS4228602	SAMEA6463097	Homo sapiens	late embryo	16	week	  	  	female	F41	thymus	CD45-negative	VDJ-T enrichment	organism part	P-MTAB-92512	P-MTAB-92513	P-MTAB-92514	FCAImmP7607600	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	RNA-Seq	150	0	10x	10xV2	5 prime tag	polyA RNA	oligo-dT	none	read 2	0	150	0	read 1	16	16	read 1	10	P-MTAB-92515	Wellcome Sanger Institute	FCAImmP7607600	sequencing assay	ERX3806087	FCAImmP7607600.bam	FCAImmP7607600.bam	ERR3804197	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR380/ERR3804197/FCAImmP7607600.bam	FCAImmP7607600_R1.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8581/FCAImmP7607600_R1.fastq.gz	FCAImmP7607600_R2.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8581/FCAImmP7607600_R2.fastq.gz	prenatal	16	week	CD45-negative	VDJ-T enrichment
F45_TH_45P_5GEX	FCAImmP7607608	ERS4228617	SAMEA6463112	Homo sapiens	late embryo	12	week	  	  	female	F45	thymus	CD45-positive	VDJ-T enrichment	organism part	P-MTAB-92512	P-MTAB-92513	P-MTAB-92514	FCAImmP7607608	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	RNA-Seq	150	0	10x	10xV2	5 prime tag	polyA RNA	oligo-dT	none	read 2	0	150	0	read 1	16	16	read 1	10	P-MTAB-92515	Wellcome Sanger Institute	FCAImmP7607608	sequencing assay	ERX3806102	FCAImmP7607608.bam	FCAImmP7607608.bam	ERR3804212	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR380/ERR3804212/FCAImmP7607608.bam	FCAImmP7607608_R1.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8581/FCAImmP7607608_R1.fastq.gz	FCAImmP7607608_R2.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8581/FCAImmP7607608_R2.fastq.gz	prenatal	12	week	CD45-positive	VDJ-T enrichment
F45_TH_45N_5GEX	FCAImmP7607609	ERS4228601	SAMEA6463096	Homo sapiens	late embryo	12	week	  	  	female	F45	thymus	CD45-negative	VDJ-T enrichment	organism part	P-MTAB-92512	P-MTAB-92513	P-MTAB-92514	FCAImmP7607609	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	RNA-Seq	150	0	10x	10xV2	5 prime tag	polyA RNA	oligo-dT	none	read 2	0	150	0	read 1	16	16	read 1	10	P-MTAB-92515	Wellcome Sanger Institute	FCAImmP7607609	sequencing assay	ERX3806086	FCAImmP7607609.bam	FCAImmP7607609.bam	ERR3804196	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR380/ERR3804196/FCAImmP7607609.bam	FCAImmP7607609_R1.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8581/FCAImmP7607609_R1.fastq.gz	FCAImmP7607609_R2.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8581/FCAImmP7607609_R2.fastq.gz	prenatal	12	week	CD45-negative	VDJ-T enrichment
F64_TH_TOT_5GEX_1	FCAImmP7851882	ERS4228668	SAMEA6463163	Homo sapiens	late embryo	11	week	  	  	male	F64	thymus	total cells	VDJ-T enrichment	organism part	P-MTAB-92512	P-MTAB-92513	P-MTAB-92514	FCAImmP7851882	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	RNA-Seq	150	0	10x	10xV2	5 prime tag	polyA RNA	oligo-dT	none	read 2	0	150	0	read 1	16	16	read 1	10	P-MTAB-92515	Wellcome Sanger Institute	FCAImmP7851882	sequencing assay	ERX3806153	FCAImmP7851882.bam	FCAImmP7851882.bam	ERR3804263	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR380/ERR3804263/FCAImmP7851882.bam	FCAImmP7851882_R1.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8581/FCAImmP7851882_R1.fastq.gz	FCAImmP7851882_R2.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8581/FCAImmP7851882_R2.fastq.gz	prenatal	11	week	total cells	VDJ-T enrichment
F64_TH_TOT_5GEX_2	FCAImmP7851883	ERS4228669	SAMEA6463164	Homo sapiens	late embryo	11	week	  	  	male	F64	thymus	total cells	VDJ-T enrichment	organism part	P-MTAB-92512	P-MTAB-92513	P-MTAB-92514	FCAImmP7851883	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	RNA-Seq	150	0	10x	10xV2	5 prime tag	polyA RNA	oligo-dT	none	read 2	0	150	0	read 1	16	16	read 1	10	P-MTAB-92515	Wellcome Sanger Institute	FCAImmP7851883	sequencing assay	ERX3806154	FCAImmP7851883.bam	FCAImmP7851883.bam	ERR3804264	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR380/ERR3804264/FCAImmP7851883.bam	FCAImmP7851883_R1.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8581/FCAImmP7851883_R1.fastq.gz	FCAImmP7851883_R2.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8581/FCAImmP7851883_R2.fastq.gz	prenatal	11	week	total cells	VDJ-T enrichment
F67_TH_TOT_5GEX_1	FCAImmP7851884	ERS4228670	SAMEA6463165	Homo sapiens	late embryo	12	week	  	  	female	F67	thymus	total cells	VDJ-T enrichment	organism part	P-MTAB-92512	P-MTAB-92513	P-MTAB-92514	FCAImmP7851884	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	RNA-Seq	150	0	10x	10xV2	5 prime tag	polyA RNA	oligo-dT	none	read 2	0	150	0	read 1	16	16	read 1	10	P-MTAB-92515	Wellcome Sanger Institute	FCAImmP7851884	sequencing assay	ERX3806155	FCAImmP7851884.bam	FCAImmP7851884.bam	ERR3804265	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR380/ERR3804265/FCAImmP7851884.bam	FCAImmP7851884_R1.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8581/FCAImmP7851884_R1.fastq.gz	FCAImmP7851884_R2.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8581/FCAImmP7851884_R2.fastq.gz	prenatal	12	week	total cells	VDJ-T enrichment
F67_TH_TOT_5GEX_2	FCAImmP7851885	ERS4228671	SAMEA6463166	Homo sapiens	late embryo	12	week	  	  	female	F67	thymus	total cells	VDJ-T enrichment	organism part	P-MTAB-92512	P-MTAB-92513	P-MTAB-92514	FCAImmP7851885	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	RNA-Seq	150	0	10x	10xV2	5 prime tag	polyA RNA	oligo-dT	none	read 2	0	150	0	read 1	16	16	read 1	10	P-MTAB-92515	Wellcome Sanger Institute	FCAImmP7851885	sequencing assay	ERX3806156	FCAImmP7851885.bam	FCAImmP7851885.bam	ERR3804266	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR380/ERR3804266/FCAImmP7851885.bam	FCAImmP7851885_R1.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8581/FCAImmP7851885_R1.fastq.gz	FCAImmP7851885_R2.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8581/FCAImmP7851885_R2.fastq.gz	prenatal	12	week	total cells	VDJ-T enrichment
F67_TH_TOT_5GEX_3	FCAImmP7851886	ERS4228672	SAMEA6463167	Homo sapiens	late embryo	12	week	  	  	female	F67	thymus	total cells	VDJ-T enrichment	organism part	P-MTAB-92512	P-MTAB-92513	P-MTAB-92514	FCAImmP7851886	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	RNA-Seq	150	0	10x	10xV2	5 prime tag	polyA RNA	oligo-dT	none	read 2	0	150	0	read 1	16	16	read 1	10	P-MTAB-92515	Wellcome Sanger Institute	FCAImmP7851886	sequencing assay	ERX3806157	FCAImmP7851886.bam	FCAImmP7851886.bam	ERR3804267	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR380/ERR3804267/FCAImmP7851886.bam	FCAImmP7851886_R1.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8581/FCAImmP7851886_R1.fastq.gz	FCAImmP7851886_R2.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8581/FCAImmP7851886_R2.fastq.gz	prenatal	12	week	total cells	VDJ-T enrichment
F67_TH_TOT_5GEX_4	FCAImmP7851887	ERS4228673	SAMEA6463169	Homo sapiens	late embryo	12	week	  	  	female	F67	thymus	total cells	VDJ-T enrichment	organism part	P-MTAB-92512	P-MTAB-92513	P-MTAB-92514	FCAImmP7851887	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	RNA-Seq	150	0	10x	10xV2	5 prime tag	polyA RNA	oligo-dT	none	read 2	0	150	0	read 1	16	16	read 1	10	P-MTAB-92515	Wellcome Sanger Institute	FCAImmP7851887	sequencing assay	ERX3806158	FCAImmP7851887.bam	FCAImmP7851887.bam	ERR3804268	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR380/ERR3804268/FCAImmP7851887.bam	FCAImmP7851887_R1.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8581/FCAImmP7851887_R1.fastq.gz	FCAImmP7851887_R2.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8581/FCAImmP7851887_R2.fastq.gz	prenatal	12	week	total cells	VDJ-T enrichment
F64_TH_TOT_5GEX_1	FCAImmP7851890	ERS4228634	SAMEA6463129	Homo sapiens	late embryo	11	week	  	  	male	F64	thymus	total cells	gene expression	organism part	P-MTAB-92512	P-MTAB-92513	P-MTAB-92514	FCAImmP7851890	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	RNA-Seq	150	0	10x	10xV2	5 prime tag	polyA RNA	oligo-dT	none	read 2	0	150	0	read 1	16	16	read 1	10	P-MTAB-92515	Wellcome Sanger Institute	FCAImmP7851890	sequencing assay	ERX3806119	FCAImmP7851890.bam	FCAImmP7851890.bam	ERR3804229	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR380/ERR3804229/FCAImmP7851890.bam	FCAImmP7851890_R1.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8581/FCAImmP7851890_R1.fastq.gz	FCAImmP7851890_R2.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8581/FCAImmP7851890_R2.fastq.gz	prenatal	11	week	total cells	gene expression
F64_TH_TOT_5GEX_2	FCAImmP7851891	ERS4228635	SAMEA6463130	Homo sapiens	late embryo	11	week	  	  	male	F64	thymus	total cells	gene expression	organism part	P-MTAB-92512	P-MTAB-92513	P-MTAB-92514	FCAImmP7851891	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	RNA-Seq	150	0	10x	10xV2	5 prime tag	polyA RNA	oligo-dT	none	read 2	0	150	0	read 1	16	16	read 1	10	P-MTAB-92515	Wellcome Sanger Institute	FCAImmP7851891	sequencing assay	ERX3806120	FCAImmP7851891.bam	FCAImmP7851891.bam	ERR3804230	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR380/ERR3804230/FCAImmP7851891.bam	FCAImmP7851891_R1.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8581/FCAImmP7851891_R1.fastq.gz	FCAImmP7851891_R2.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8581/FCAImmP7851891_R2.fastq.gz	prenatal	11	week	total cells	gene expression
F67_TH_TOT_5GEX_1	FCAImmP7851892	ERS4228636	SAMEA6463131	Homo sapiens	late embryo	12	week	  	  	female	F67	thymus	total cells	gene expression	organism part	P-MTAB-92512	P-MTAB-92513	P-MTAB-92514	FCAImmP7851892	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	RNA-Seq	150	0	10x	10xV2	5 prime tag	polyA RNA	oligo-dT	none	read 2	0	150	0	read 1	16	16	read 1	10	P-MTAB-92515	Wellcome Sanger Institute	FCAImmP7851892	sequencing assay	ERX3806121	FCAImmP7851892.bam	FCAImmP7851892.bam	ERR3804231	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR380/ERR3804231/FCAImmP7851892.bam	FCAImmP7851892_R1.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8581/FCAImmP7851892_R1.fastq.gz	FCAImmP7851892_R2.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8581/FCAImmP7851892_R2.fastq.gz	prenatal	12	week	total cells	gene expression
F67_TH_TOT_5GEX_2	FCAImmP7851893	ERS4228637	SAMEA6463132	Homo sapiens	late embryo	12	week	  	  	female	F67	thymus	total cells	gene expression	organism part	P-MTAB-92512	P-MTAB-92513	P-MTAB-92514	FCAImmP7851893	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	RNA-Seq	150	0	10x	10xV2	5 prime tag	polyA RNA	oligo-dT	none	read 2	0	150	0	read 1	16	16	read 1	10	P-MTAB-92515	Wellcome Sanger Institute	FCAImmP7851893	sequencing assay	ERX3806122	FCAImmP7851893.bam	FCAImmP7851893.bam	ERR3804232	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR380/ERR3804232/FCAImmP7851893.bam	FCAImmP7851893_R1.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8581/FCAImmP7851893_R1.fastq.gz	FCAImmP7851893_R2.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8581/FCAImmP7851893_R2.fastq.gz	prenatal	12	week	total cells	gene expression
F67_TH_TOT_5GEX_3	FCAImmP7851894	ERS4228638	SAMEA6463133	Homo sapiens	late embryo	12	week	  	  	female	F67	thymus	total cells	gene expression	organism part	P-MTAB-92512	P-MTAB-92513	P-MTAB-92514	FCAImmP7851894	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	RNA-Seq	150	0	10x	10xV2	5 prime tag	polyA RNA	oligo-dT	none	read 2	0	150	0	read 1	16	16	read 1	10	P-MTAB-92515	Wellcome Sanger Institute	FCAImmP7851894	sequencing assay	ERX3806123	FCAImmP7851894.bam	FCAImmP7851894.bam	ERR3804233	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR380/ERR3804233/FCAImmP7851894.bam	FCAImmP7851894_R1.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8581/FCAImmP7851894_R1.fastq.gz	FCAImmP7851894_R2.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8581/FCAImmP7851894_R2.fastq.gz	prenatal	12	week	total cells	gene expression
